message,message_length,num_digits,num_uppercase,num_special_chars,num_words,avg_word_length,num_exclamations,num_questions,label
"Just sent again. Do you scream and moan in bed, princess?",57,0,2,13,11,4.2727272727272725,0,1,0
Hey i've booked the 2 lessons on sun liao...,44,1,1,12,9,4.0,0,0,0
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",156,19,34,31,24,5.541666666666667,1,1,1
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,160,1,10,31,26,5.1923076923076925,0,0,0
That's significant but dont worry.,34,0,1,6,5,6.0,0,0,0
Jason says it's cool if we pick some up from his place in like an hour,70,0,1,16,16,3.4375,0,0,0
Moby Pub Quiz.Win a Ã¥Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Ã¥Â£1.50 008704050406 SP,160,23,19,36,29,4.551724137931035,0,1,1
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,153,2,5,40,34,3.5294117647058822,0,1,0
Msg me when rajini comes.,25,0,1,5,5,4.2,0,0,0
I know she called me,20,0,1,4,5,3.2,0,0,0
Valentines Day Special! Win over Ã¥Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,160,23,11,34,27,4.962962962962963,2,0,1
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",96,0,3,30,19,4.0,0,0,0
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,89,0,66,23,23,2.9130434782608696,0,0,0
I wil be there with in  &lt;#&gt;  minutes. Got any space,57,0,2,18,11,4.090909090909091,0,0,0
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,89,0,3,21,20,3.5,0,1,0
"I just got home babe, are you still awake ?",43,0,1,11,10,3.4,0,1,0
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,165,1,6,47,32,4.125,0,0,0
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),87,0,28,21,20,3.4,0,0,0
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,119,0,15,28,24,4.0,1,1,0
Dont put your phone on silent mode ok,37,0,1,7,8,3.75,0,0,0
No dear i do have free messages without any recharge. Hi hi hi,62,0,2,13,13,3.8461538461538463,0,0,0
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,85,0,1,18,15,4.733333333333333,0,0,0
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",70,0,1,18,12,4.833333333333333,0,0,0
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,127,0,3,28,20,5.4,0,0,1
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,142,0,10,30,26,4.5,0,0,0
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",94,2,5,32,22,3.3181818181818183,0,1,0
"Text me when you get off, don't call, my phones having problems",63,0,1,14,12,4.333333333333333,0,0,0
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,80,1,3,17,15,4.4,0,0,0
DO NOT B LATE LOVE MUM,22,0,17,5,6,2.8333333333333335,0,0,0
You do got a shitload of diamonds though,40,0,1,7,8,4.125,0,0,0
THANX 4 PUTTIN DA FONE DOWN ON ME!!,35,1,25,9,8,3.5,2,0,0
Lmao but its so fun...,22,0,1,7,5,3.6,0,0,0
Am slow in using biola's fne,28,0,1,6,6,3.8333333333333335,0,0,0
"Haha, that was the first person I was gonna ask",47,0,2,10,10,3.8,0,0,0
Dude we should go sup again,27,0,1,5,6,3.6666666666666665,0,0,0
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,150,1,3,41,33,3.5757575757575757,0,1,0
Please da call me any mistake from my side sorry da. Pls da goto doctor.,72,0,2,16,15,3.8666666666666667,0,0,0
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,133,2,4,35,30,3.466666666666667,0,1,0
Thank you princess! You are so sexy...,38,0,2,10,7,4.571428571428571,1,0,0
What Today-sunday..sunday is holiday..so no work..,50,0,2,12,6,7.5,0,0,0
No it will reach by 9 only. She telling she will be there. I dont know,70,1,3,17,16,3.4375,0,0,0
I not busy juz dun wan 2 go so early.. Hee.. ,45,1,2,15,11,3.090909090909091,0,0,0
Actually I decided I was too hungry so I haven't left yet :V,60,0,5,14,13,3.6923076923076925,0,0,0
K then 2marrow are you coming to class.,39,1,1,8,8,4.0,0,0,0
When did i use soc... I use it only at home... ÃÃ dunno how 2 type it in word ar...,85,1,4,30,20,3.3,0,0,0
But you were together so you should be thinkin about him,56,0,1,10,11,4.181818181818182,0,0,0
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",58,2,40,16,14,3.2142857142857144,0,1,0
I went to project centre,24,0,1,4,5,4.0,0,0,0
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,140,11,14,31,30,3.7,1,0,1
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,134,2,3,36,28,3.8214285714285716,0,0,0
Oooh I got plenty of those!,27,0,2,6,6,3.6666666666666665,1,0,0
"Haha... Sounds crazy, dunno can tahan anot...",45,0,2,13,7,5.571428571428571,0,0,0
Am not interested to do like that.,34,0,1,7,7,4.0,0,0,0
Networking technical support associate.,39,0,1,4,4,9.0,0,0,0
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,134,0,5,30,25,4.36,5,0,0
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,73,0,2,20,11,5.636363636363637,0,1,0
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,143,19,7,35,30,3.8,0,0,1
i see. When we finish we have loads of loans to pay,51,0,1,12,12,3.3333333333333335,0,0,0
Rats. Hey did u ever vote for the next themes?,46,0,2,11,10,3.7,0,1,0
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",162,19,66,32,23,6.043478260869565,0,0,1
All sounds good. Fingers . Makes it difficult to type,53,0,3,11,10,4.4,0,0,0
ÃÃ got wat to buy tell us then Ã_ no need to come in again.,62,0,3,19,15,3.2,0,0,0
I've got it down to a tea. not sure which flavour,49,0,1,12,11,3.5454545454545454,0,0,0
If you r @ home then come down within 5 min,43,1,1,11,11,3.0,0,0,0
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,157,0,3,30,28,4.642857142857143,0,0,1
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,85,0,1,25,18,3.6666666666666665,0,0,0
XMAS iscoming & ur awarded either Ã¥Â£500 CD gift vouchers & free entry 2 r Ã¥Â£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,161,19,18,32,24,5.708333333333333,0,0,1
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,111,5,7,20,20,4.6,0,0,1
U still going to the mall?,26,0,1,6,6,3.5,0,1,0
Eat at old airport road... But now 630 oredi... Got a lot of pple...,68,3,3,22,14,3.9285714285714284,0,0,0
Or i go home first lar Ã_ wait 4 me lor.. I put down my stuff first..,70,1,3,22,17,3.176470588235294,0,0,0
Wat r u doing now?,18,0,1,5,5,2.8,0,1,0
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,132,14,4,23,21,5.333333333333333,0,3,1
Can you open the door?,22,0,1,5,5,3.6,0,1,0
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,166,2,9,42,36,3.638888888888889,0,0,0
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,148,40,17,29,21,6.095238095238095,1,0,1
Only saturday and sunday holiday so its very difficult:),56,0,1,10,9,5.333333333333333,0,0,0
Yes princess! I want to please you every night. Your wish is my command...,74,0,3,18,14,4.357142857142857,1,0,0
Dunno lei he neva say...,24,0,1,7,5,4.0,0,0,0
It means u could not keep ur words.,35,0,1,8,8,3.5,0,0,0
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,73,1,55,17,14,4.285714285714286,4,0,0
I'm home. Ard wat time will u reach?,36,0,2,10,8,3.625,0,1,0
"URGENT!! Your 4* Costa Del Sol Holiday or Ã¥Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÃ¥Â£1.50/pm, Max10mins",165,26,31,39,23,6.217391304347826,2,0,1
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,0,14,36,26,4.730769230769231,2,0,0
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245,0,15,50,45,4.466666666666667,0,0,0
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",160,0,17,35,25,5.44,0,0,0
Hey i will be late ah... Meet you at 945+,41,3,2,13,10,3.2,0,0,0
No da if you run that it activate the full version da.,54,0,1,12,12,3.5833333333333335,0,0,0
Just seeing your missed call my dear brother. Do have a gr8 day.,64,1,2,14,13,4.0,0,0,0
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",129,0,6,37,29,3.4827586206896552,0,0,0
Do u hav any frnd by name ashwini in ur college?,48,0,1,11,11,3.4545454545454546,0,1,0
No da. I am happy that we sit together na,41,0,2,10,10,3.2,0,0,0
"fyi I'm at usf now, swing by the room whenever",46,0,1,11,10,3.7,0,0,0
on hen night. Going with a swing,32,0,1,7,7,3.7142857142857144,0,0,0
Oh ok.. Wat's ur email?,23,0,2,8,5,3.8,0,1,0
Hi. I'm sorry i missed your call. Can you pls call back.,56,0,3,15,12,3.75,0,0,0
What not under standing.,24,0,1,4,4,5.25,0,0,0
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",82,1,2,19,18,3.611111111111111,0,0,0
Yup i shd haf ard 10 pages if i add figures... ÃÃ all got how many pages?,75,2,3,22,17,3.4705882352941178,0,1,0
Thank you. do you generally date the brothas?,45,0,1,9,8,4.75,0,1,0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,146,28,12,30,22,5.681818181818182,0,0,1
"Aight, tomorrow around  &lt;#&gt;  it is",40,0,1,13,6,5.5,0,0,0
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",181,1,4,39,31,4.870967741935484,1,1,1
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,84,0,1,23,18,3.6666666666666665,0,0,0
And he's apparently bffs with carly quick now,45,0,1,8,8,4.75,0,0,0
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",159,8,17,41,32,4.0,2,1,1
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,160,14,35,33,29,4.551724137931035,2,0,1
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",149,0,7,45,36,3.1666666666666665,1,6,0
Congratulations ur awarded either Ã¥Â£500 of CD gift vouchers & Free entry 2 our Ã¥Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,156,19,16,31,25,5.28,0,0,1
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,88,0,1,26,16,4.5625,0,0,0
K I'll be sure to get up before noon and see what's what,56,0,2,14,13,3.3846153846153846,0,0,0
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,72,0,2,22,18,3.0555555555555554,0,1,0
My uncles in Atlanta. Wish you guys a great semester.,53,0,3,11,10,4.4,0,0,0
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,131,1,3,33,29,3.5517241379310347,0,0,0
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,139,0,34,40,21,5.619047619047619,6,0,0
Draw va?i dont think so:),25,0,1,7,5,4.2,0,1,0
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126,0,17,29,25,4.08,1,0,0
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,73,2,3,14,13,4.6923076923076925,0,0,1
Po de :-):):-):-):-). No need job aha.,38,0,2,22,7,4.571428571428571,0,0,0
Please CALL 08712402779 immediately as there is an urgent message waiting for you,81,11,5,12,13,5.3076923076923075,0,0,1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,139,28,16,31,24,4.833333333333333,0,0,1
I luv u soo much u donÃ¥Ãt understand how special u r 2 me ring u 2morrow luv u xxx,84,2,3,21,20,3.25,0,0,0
i want to grasp your pretty booty :),36,0,0,9,8,3.625,0,0,0
Ok anyway no need to change with what you said,46,0,1,9,10,3.7,0,0,0
U call me alter at 11 ok.,25,2,1,7,7,2.7142857142857144,0,0,0
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",136,0,2,40,32,3.25,0,2,0
Ambrith..madurai..met u in arun dha marrge..remembr?,52,0,1,12,6,7.833333333333333,0,1,0
Hey what's up charles sorry about the late reply.,49,0,1,10,9,4.555555555555555,0,0,0
Thank u!,8,0,1,2,2,3.5,1,0,0
"Sure, I'll see if I can come by in a bit",40,0,3,12,11,2.727272727272727,0,0,0
Thats cool. Where should i cum? On you or in you? :),52,0,3,16,12,3.4166666666666665,0,2,0
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,85,0,3,23,19,3.526315789473684,0,0,0
Babe ? I lost you ... Will you try rebooting ?,46,0,3,15,11,3.272727272727273,0,2,0
If you are not coughing then its nothing,40,0,1,7,8,4.125,0,0,0
U attend ur driving lesson how many times a wk n which day?,59,0,1,13,13,3.6153846153846154,0,1,0
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",147,14,7,31,28,4.285714285714286,0,1,1
For my family happiness..,25,0,1,5,4,5.5,0,0,0
"Shop till u Drop, IS IT YOU, either 10K, 5K, Ã¥Â£500 Cash or Ã¥Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",162,28,29,38,28,4.821428571428571,0,0,1
"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",124,0,3,27,22,4.681818181818182,0,0,0
Mm yes dear look how i am hugging you both. :-P,47,0,2,13,11,3.3636363636363638,0,0,0
"Sorry that took so long, omw now",32,0,1,7,7,3.7142857142857144,0,0,0
Thought we could go out for dinner. I'll treat you! Seem ok?,60,0,3,15,12,4.083333333333333,1,1,0
Talk to g and x about that,26,0,1,6,7,2.857142857142857,0,0,0
Yes fine ,9,0,1,2,2,3.5,0,0,0
at bruce b downs &amp; fletcher now,35,0,0,8,7,4.142857142857143,0,0,0
URGENT! We are trying to contact U. Todays draw shows that you have won a Ã¥Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,162,21,24,34,28,4.821428571428571,1,0,1
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,228,1,8,54,49,3.673469387755102,0,0,0
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,88,0,4,26,19,3.6315789473684212,0,1,0
Aiyah then i wait lor. Then u entertain me. Hee...,50,0,3,14,10,4.1,0,0,0
Ok...,5,0,1,3,1,5.0,0,0,0
Lol for real. She told my dad I have cancer,43,0,3,10,10,3.4,0,0,0
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",88,0,3,17,15,4.933333333333334,0,0,0
S:)but he had some luck.2 catches put down:),44,1,1,12,8,4.625,0,0,0
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",99,3,2,24,21,3.761904761904762,1,0,0
When Ã_ login dat time... Dad fetching Ã_ home now?,53,0,4,17,10,4.4,0,1,0
I am in hospital da. . I will return home in evening,52,0,2,13,12,3.4166666666666665,0,0,0
Ok i'm coming home now.,23,0,1,6,5,3.8,0,0,0
Moby Pub Quiz.Win a Ã¥Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Ã¥Â£1.50 008704050406 SP Arrow,166,23,20,37,30,4.566666666666666,0,1,1
Ok.ok ok..then..whats ur todays plan,36,0,1,9,5,6.4,0,0,0
I'm done...,11,0,1,5,2,5.0,0,0,0
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",125,0,5,33,24,4.208333333333333,1,0,0
Pls dont restrict her from eating anythin she likes for the next two days.,74,0,1,14,14,4.357142857142857,0,0,0
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141,5,8,42,24,4.875,0,0,0
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,212,0,49,51,39,4.461538461538462,0,0,0
On ma way to school. Can you pls send me ashley's number,56,0,2,13,12,3.75,0,0,0
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,149,0,3,34,32,3.6875,0,0,0
say thanks2. ,13,1,0,3,2,5.5,0,0,0
I think it's all still in my car,32,0,1,8,8,3.125,0,0,0
"As usual..iam fine, happy &amp; doing well..:)",46,0,1,15,7,5.714285714285714,0,0,0
And miss vday the parachute and double coins??? U must not know me very well...,79,0,2,20,15,4.333333333333333,0,3,0
Yo we are watching a movie on netflix,37,0,1,7,8,3.75,0,0,0
Kallis is ready for bat in 2nd innings,38,1,1,7,8,3.875,0,0,0
"&lt;#&gt; , that's all? Guess that's easy enough",48,0,1,16,8,5.125,0,1,0
I think asking for a gym is the excuse for lazy people. I jog.,62,0,2,15,14,3.5,0,0,0
Sleeping nt feeling well,24,0,1,3,4,5.25,0,0,0
Yup i thk so until e shop closes lor.,37,0,1,9,9,3.2222222222222223,0,0,0
Tell me something. Thats okay.,30,0,2,6,5,5.2,0,0,0
Are you the cutest girl in the world or what,44,0,1,9,10,3.5,0,0,0
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,81,0,2,24,15,4.333333333333333,0,0,0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154,0,11,42,35,3.4285714285714284,0,0,0
You have WON a guaranteed Ã¥Â£1000 cash or a Ã¥Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,160,24,10,31,26,5.1923076923076925,0,0,1
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",113,1,2,28,25,3.52,0,0,0
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,149,17,9,27,28,4.357142857142857,0,0,1
If u sending her home first it's ok lor. I'm not ready yet.,59,0,2,16,13,3.6153846153846154,0,0,0
I know a few people I can hit up and fuck to the yes,52,0,2,13,14,2.7857142857142856,0,0,0
How come u got nothing to do?,29,0,1,7,7,3.2857142857142856,0,1,0
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,121,5,8,27,25,3.88,2,0,1
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,84,0,2,24,22,2.8636363636363638,0,0,0
"Yep, at derek's house now, see you Sunday &lt;3",47,1,2,13,9,4.333333333333333,0,0,0
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,133,1,2,32,25,4.36,2,0,0
U coming 2 pick me?,19,1,1,5,5,3.0,0,1,0
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",152,27,18,31,26,4.884615384615385,1,0,1
"alright, I'll make sure the car is back tonight",47,0,1,10,9,4.333333333333333,0,0,0
Did u see what I posted on your Facebook?,41,0,3,9,9,3.6666666666666665,0,1,0
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",145,0,12,42,23,5.3478260869565215,0,0,0
Yes i thought so. Thanks.,25,0,2,6,5,4.2,0,0,0
"I can. But it will tell quite long, cos i haven't finish my film yet...",71,0,2,20,15,3.8,0,0,0
dont make ne plans for nxt wknd coz she wants us to come down then ok,69,0,0,15,16,3.375,0,0,0
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,125,0,5,26,22,4.7272727272727275,0,1,0
Are you wet right now?,22,0,1,5,5,3.6,0,1,0
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,98,0,2,22,21,3.7142857142857144,0,1,0
Don know..wait i will check it.,31,0,1,8,6,4.333333333333333,0,0,0
WOT U UP 2 J?,13,1,7,5,5,1.8,0,1,0
"Sorry, was in the bathroom, sup",31,0,1,7,6,4.333333333333333,0,0,0
"Sounds good, keep me posted",27,0,1,5,5,4.6,0,0,0
Ok I'm gonna head up to usf in like fifteen minutes,51,0,2,11,11,3.727272727272727,0,0,0
Thinkin about someone is all good. No drugs for that,52,0,2,10,10,4.3,0,0,0
I just really need shit before tomorrow and I know you won't be awake before like 6,83,1,2,17,17,3.9411764705882355,0,0,0
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,82,0,3,25,17,3.8823529411764706,0,0,0
Company is very good.environment is terrific and food is really nice:),70,0,1,13,11,5.454545454545454,0,0,0
I'm not sure if its still available though,42,0,1,8,8,4.375,0,0,0
jay says he'll put in  &lt;#&gt;,32,0,0,12,6,4.333333333333333,0,0,0
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,114,18,9,22,16,6.1875,0,1,1
Yep get with the program. You're slacking.,42,0,2,9,7,5.142857142857143,0,0,0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",153,19,9,36,30,4.133333333333334,1,0,1
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",151,25,7,37,27,4.62962962962963,0,0,1
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,149,0,4,37,31,3.838709677419355,0,0,0
Money i have won wining number 946 wot do i do next,51,3,1,11,12,3.3333333333333335,0,0,1
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,152,11,36,32,30,4.1,0,0,1
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,149,34,23,30,22,5.818181818181818,1,0,1
Oh:)as usual vijay film or its different?,41,0,1,9,7,5.0,0,1,0
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,148,0,5,36,31,3.774193548387097,0,1,0
Then she buying today? ÃÃ no need to c meh...,47,0,3,15,10,3.8,0,1,0
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",169,0,8,41,27,5.296296296296297,0,0,0
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,106,0,4,24,21,4.095238095238095,0,2,0
Good morning princess! How are you?,35,0,2,7,6,5.0,1,1,0
So gd got free ice cream... I oso wan...,40,0,2,14,9,3.5555555555555554,0,0,0
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,115,0,3,28,24,3.75,0,0,0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154,0,11,42,35,3.4285714285714284,0,0,0
When are you guys leaving?,26,0,1,5,5,4.4,0,1,0
Yes..gauti and sehwag out of odi series.,40,0,1,9,7,4.857142857142857,0,0,0
Ball is moving a lot.will spin in last :)so very difficult to bat:),67,0,1,17,13,4.230769230769231,0,0,0
Excellent! Are you ready to moan and scream in ecstasy?,55,0,2,11,10,4.6,1,1,0
I'm going 2 orchard now laready me reaching soon. U reaching?,61,1,2,13,11,4.636363636363637,0,1,0
Now get step 2 outta the way. Congrats again.,45,1,2,10,9,4.111111111111111,0,0,0
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,151,1,2,35,30,4.066666666666666,0,0,0
"Alright if you're sure, let me know when you're leaving",55,0,1,12,10,4.6,0,0,0
I want to go to perumbavoor,27,0,1,5,6,3.6666666666666665,0,0,0
Convey my regards to him,24,0,1,4,5,4.0,0,0,0
Actually i'm waiting for 2 weeks when they start putting ad.,60,1,1,12,11,4.545454545454546,0,0,0
Pls come quick cant bare this.,30,0,1,6,6,4.166666666666667,0,0,0
Yeah my usual guy's out of town but there're definitely people around I know,76,0,2,15,14,4.5,0,0,0
Orh i tot u say she now still dun believe.,42,0,1,10,10,3.3,0,0,0
No way I'm going back there!,28,0,2,7,6,3.8333333333333335,1,0,0
Ok.ok ok..then..whats ur todays plan,36,0,1,9,5,6.4,0,0,0
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126,0,4,30,25,4.08,1,0,0
You tell what happen dont behave like this to me. Ok no need to say,67,0,2,15,15,3.533333333333333,0,0,0
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!,153,22,17,29,24,5.416666666666667,1,0,1
* You gonna ring this weekend or wot?,37,0,1,9,8,3.75,0,1,0
